gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
GNB2,11420.99432639483,0.04245756433801484,0.12155344480743767,0.23778876097060725,0.7662827069150442
SMG6,948.9031401752414,-0.07527981415386437,0.12518301853379668,0.2378648224492815,0.7662827069150442
ZFYVE1,400.7295162588582,-0.06091941920437979,0.12124524584943758,0.2378824284596019,0.7662827069150442
MRPL22,1289.143698908933,0.04919136419129096,0.1217019387089392,0.23791336157093626,0.7662827069150442
LTB4R,329.6445358870801,-0.05699515568768242,0.12167766502284792,0.23793923883266077,0.7662827069150442
TSR3,1900.157861466357,0.034597685232928485,0.11968302921115204,0.23796116958681252,0.7662827069150442
PLOD1,2368.521160187594,0.06115285921675911,0.12137335980847447,0.23796820827222434,0.7662827069150442
PEPD,1016.2880035504453,0.04775412302928433,0.1217330905427974,0.23797756318936644,0.7662827069150442
DALRD3,1433.354797292871,0.04359590264157082,0.12112015098651377,0.23802133002756024,0.7662827069150442
CYFIP1,6349.4658836079325,-0.06937637124355318,0.11746736962886463,0.23810832629871956,0.7662827069150442
VWA7,250.21651808906208,0.06416478892442164,0.12033927814197823,0.23811716299149155,0.7662827069150442
AGTPBP1,687.969669370114,-0.038586230472200174,0.12024074837062108,0.23812507160031748,0.7662827069150442
TTC9B,19.27905025399432,0.028958240116386102,0.11879637517434871,0.23822707918317043,0.7663618884950368
ADO,1517.6740007629785,0.0684891233378029,0.11876352713610029,0.23823744231788563,0.7663618884950368
DRC9,496.9750321579274,-0.06668403657389028,0.12030118030695655,0.23832368035856616,0.7663793181115621
RAB5IF,1339.2908914342488,0.039295882322191535,0.12048583522022153,0.23833062738570168,0.7663793181115621
CLN8,2145.232483090705,-0.06963069776820426,0.11729259024194869,0.23839019498226213,0.7664297432198501
LARGE2,1638.2387685154292,0.061713938450565414,0.12166759532817908,0.2385616218803906,0.7668397136976148
ATP11B,1094.6065026230526,-0.042880635142268406,0.1209196316459234,0.2386352356852571,0.766865704474248
RNF115,3228.63466243097,-0.07175857460208242,0.11286396423835872,0.23865752999413292,0.766865704474248
GPRASP2,491.23814045516684,0.0642641772896593,0.12019115696702228,0.23870772109593552,0.7668858795473543
LOC100420066,9.913314090006304,-0.01596043002950456,0.11706364471453161,0.23880937885149903,0.7669633403645395
UBE2N,7756.005412940328,0.05958772289970424,0.12164797638055991,0.23885560258498065,0.7669633403645395
TUBGCP4,1446.2255120553393,-0.05992851413080002,0.12136039534743497,0.2388635826982782,0.7669633403645395
XGY2,16.807750689105802,0.028271715854770757,0.1186614790964149,0.23907116535728962,0.7674887558455342
SLC25A34,35.494514866232855,-0.03566126849775619,0.11981147920326272,0.2392388942137511,0.7678283310214465
ERVFRD-1,12.350234817638528,-0.018426726455137144,0.11731958111362334,0.23928473911031883,0.7678283310214465
WARS2,972.09460791443,0.062197705577841864,0.12105924097137871,0.23933455187881197,0.7678283310214465
TSTD3,619.1893020880661,-0.06109615927491838,0.12085342164530156,0.23935280772335976,0.7678283310214465
UQCRB-AS1,14.971059613209794,0.025350001383496183,0.11823038051119988,0.23943362711671756,0.7678293201841848
LRRFIP1,5062.588967046285,-0.04339936007541709,0.12079754991164245,0.23948151894742287,0.7678293201841848
LOC124906471,57.53152813137703,0.037239674574202346,0.12010231196531221,0.23952397371202186,0.7678293201841848
CENPBD2P,322.14637153760344,-0.053357655695162994,0.12154004251302146,0.2395289816974026,0.7678293201841848
LRRC28,557.6502057513683,0.06565498449749253,0.1190684749180786,0.23959158168358344,0.7678890406537165
COPS4,2269.683273818216,0.06031550165322588,0.1213171685839197,0.23967374227085378,0.7679713418198515
MED8,1324.51374019631,0.0536615125271988,0.12188362163036047,0.23970520981791174,0.7679713418198515
PEX2,1966.1245793783553,0.06316418238514777,0.12179839246523046,0.23978454982671357,0.7680467904081699
LINC01139,460.1699186971323,0.051063126915420906,0.12180933600905557,0.23981671713786937,0.7680467904081699
DKK3,27.676389232876602,0.01843903412111714,0.11734453762090746,0.23997957911111692,0.7684274605054173
CCDC162P,216.91668879676095,-0.0597979690251626,0.12115934917566865,0.24017084280388284,0.7688989181901027
MYO5B,1256.0949228505688,-0.051384365644233626,0.12162305174156446,0.2404352210982407,0.7694795885429966
SF3A2,2656.7409535617066,0.057380932573975356,0.1254952731548656,0.24057963804993673,0.7694795885429966
SCN8A,1481.0510096363548,-0.043373672411827005,0.12066458220677856,0.24062522660893593,0.7694795885429966
GADD45GIP1,3536.0105405995278,0.03013892935114744,0.11897655266371783,0.24065863687447978,0.7694795885429966
ASCC3,1613.2573815637707,-0.04785040517081135,0.1211481357917831,0.24067854507776612,0.7694795885429966
QARS1,8066.978117725382,0.05002726265666697,0.12185340192207963,0.24068383783552688,0.7694795885429966
DCAF17,733.3577633991235,-0.0510351605710563,0.12140370421839536,0.24071638298840714,0.7694795885429966
LINC01762,19.70968752683465,-0.02252598191908239,0.1178104742567262,0.2407647494256158,0.7694795885429966
FKBP4P2,59.41181897141735,0.02933998639865129,0.11882523446265604,0.2408130121070499,0.7694795885429966
FAM171A2,255.92259034855337,0.03850939649915314,0.12027442326955844,0.24083053474248997,0.7694795885429966
LOC101926907,79.66262496926977,0.04052504323667404,0.12057325837142387,0.24087444171458403,0.7694795885429966
ALG3,1642.5887122747015,0.04655007403093685,0.12141693783788497,0.2408872036946911,0.7694795885429966
ATXN3,1327.6263805016356,-0.056387368101730735,0.12113510655525955,0.2410351981254488,0.7694795885429966
EAPP,1626.2310301719174,0.0630126936171593,0.12014953512124832,0.2410592461051206,0.7694795885429966
LYPLA2,2103.158895285244,0.04441965506010173,0.1209448235591528,0.2410823698719804,0.7694795885429966
SART1,3419.2188698423683,0.049287057895120036,0.12139167643601415,0.24118734803462882,0.7694795885429966
EMP1,597.3694988956953,-0.06230680941019733,0.12017505233037468,0.24124750025945996,0.7694795885429966
PYGO2,3395.0984552928076,0.05470774180876743,0.12198816163020555,0.24126466331603036,0.7694795885429966
NBPF1,1832.7766202531664,-0.06358276533093554,0.1191849976266126,0.2413009152852074,0.7694795885429966
ISL1-DT,82.08987828090874,-0.0462415912315998,0.12120343246345386,0.24133749002369134,0.7694795885429966
MATN1,8.958163661697002,-0.018825674149126864,0.11734773496121471,0.2413614599946697,0.7694795885429966
VPS4A,3225.4554913012144,0.055824979583652026,0.12168953463310886,0.24140554313186816,0.7694795885429966
IQSEC2,31997.704188551386,-0.057821969210362506,0.11873113370982225,0.2414680250956728,0.7694795885429966
SNORA33,52.8624511855273,0.03358418510514447,0.11944072235200558,0.24148153073968953,0.7694795885429966
AKR1E2,70.78328560176118,0.043402213824596504,0.12094539262202653,0.24155331548897283,0.7694795885429966
SNORD14E,37.05953499016945,-0.024451533712526563,0.11806226970858534,0.24155678122856886,0.7694795885429966
NHLRC3,880.9071984574015,-0.051722015076848656,0.12144249409683631,0.2416278825615391,0.7694795885429966
GSKIP,1926.3745370978859,0.06744823729987597,0.11858084215996874,0.24165180823695323,0.7694795885429966
RN7SL192P,12.661684594574425,-0.02253769426021184,0.11780960947343334,0.24166984200128494,0.7694795885429966
ARRDC4,1436.2912741694424,0.05847234654725096,0.12124307253139834,0.24169979011912912,0.7694795885429966
NUP62CL,620.6725100474147,-0.06117196613172197,0.12048021419177249,0.2417181071201832,0.7694795885429966
TPST2,90.72077530594612,0.041431390079970126,0.12065694176718458,0.24182900720908165,0.7695854029623923
PKP2,842.2730368361737,-0.05683647366158949,0.12136424213486793,0.2418680992729136,0.7695854029623923
HCCS,1006.6214710211337,0.05445852130207608,0.12183217819442978,0.2418835476901381,0.7695854029623923
HS6ST2,56.36796015500702,0.03807193716631982,0.12016961031307241,0.24197101656272751,0.7697234668946218
LINC01276,8.798227492635345,-0.021394613148263485,0.11765058148582691,0.24201908390384896,0.7697361648692075
APOH,163.91357250696433,0.03619797539630404,0.11989003165184961,0.24209425380909244,0.7698350416099764
EEF1B2,4799.560672116323,0.042130186697692085,0.12099593189752388,0.24217532099439876,0.7699526316850864
PLIN2,465.0254984481772,0.046934249210919377,0.12129075940973519,0.24241938665648283,0.7704663912998152
ADAT1,2039.9164755995491,-0.06215825216927298,0.11811358170422764,0.2424344491872541,0.7704663912998152
LINC00896,10.754322636114429,0.0219382273413464,0.11774230884298018,0.2424767562856343,0.7704663912998152
ZC3H11C,246.43400783643858,-0.03923110960923334,0.12026860671635711,0.24252261934929417,0.7704663912998152
PCLO,1036.5538800237337,-0.040230210027103544,0.12036210839919628,0.2426191095811706,0.7704663912998152
TYW5,779.1812143689172,-0.043712823464685746,0.12087441330601965,0.24265980520650055,0.7704663912998152
SSTR2,118.78153217950565,-0.04028603890048855,0.12040544389409122,0.2426810846139399,0.7704663912998152
PKD2L1,11.937282654245637,-0.017242284974799026,0.11718151335486146,0.24277504195837846,0.7704663912998152
OXLD1,1208.509274180868,0.04019178429322074,0.12048492788559687,0.24277734788439984,0.7704663912998152
WWP1,1118.2467528687691,-0.05165447549127631,0.12135536555367496,0.24284378366205264,0.7704663912998152
RPL37P19,52.499468700211956,0.024134707652461097,0.11804392475817957,0.24288049021509267,0.7704663912998152
TMEM41A,1170.3663728660063,0.06293649835234838,0.12267447911248179,0.24289952901909512,0.7704663912998152
SARAF,8844.620924805196,0.06749781777873863,0.11526762866959929,0.24293666564499283,0.7704663912998152
NPR3,653.8906774887434,-0.05624669257097929,0.12154260491908746,0.24295455891480086,0.7704663912998152
DSCR9,17.949295164203622,-0.024247821217095844,0.11802832955713612,0.24303390500909944,0.7704743669784961
TSPEAR-AS1,132.27935239184896,0.055371987483071025,0.12175699883090553,0.24304530964753407,0.7704743669784961
TUBB2B,984.7401243396874,0.049037975612302595,0.12144825551895046,0.24319864228852126,0.7707044122292318
FGD3,257.77325689480784,0.03791065415493186,0.12012175358217295,0.24329202410939507,0.7707044122292318
EHD3,78.52005045603353,0.03242524803961001,0.11926943824055825,0.24340524451724663,0.7707044122292318
SLC18B1,1069.3845544439953,0.06839907715097104,0.11691110241785083,0.24340921008493313,0.7707044122292318
UBE2Q1-AS1,29.07899222253638,-0.031019172515329044,0.11900099818454538,0.24344559391441103,0.7707044122292318
ULK1,3625.1314591102546,-0.0557483519857672,0.12127375767599023,0.2434533473056183,0.7707044122292318
ING4,1551.5936931211902,0.05456459940103168,0.12192629348409037,0.24347902623948944,0.7707044122292318
FERP1,21.770509357554733,-0.02105899848160118,0.11761519171580863,0.24349584907998872,0.7707044122292318
STEEP1,1049.5803774812387,0.05269468588685576,0.12132472512023007,0.2435150564979902,0.7707044122292318
NIN,1518.8089362370229,-0.0382091828342094,0.12007662575656877,0.24356883198756282,0.7707105563026778
TNKS,4183.88751920096,-0.057119354721555285,0.12122861441736837,0.24360526058124035,0.7707105563026778
EEF1A2,3057.8013024535267,0.04364071582629626,0.12093440683519528,0.2438011547342845,0.7711331816035135
PDAP1,10607.527767202984,0.047186836081666794,0.12133425748698437,0.24382715465040092,0.7711331816035135
SOX21-AS1,71.38227118709469,-0.04461969392924079,0.12090316868347589,0.24390512588401733,0.7712107645900619
FLG,286.0595154252205,-0.030539311216348425,0.11893177301899253,0.24395850180816447,0.7712107645900619
ELOVL1,5178.145568360655,0.03905688617016636,0.12030184451857784,0.2439841659619842,0.7712107645900619
RPS10P22,10.895705655381214,0.02036622939723925,0.11752872157183088,0.24408316970765973,0.7712439373120911
RWDD2B,887.2821872151447,0.05341745425632935,0.12138377593844547,0.24414266361062878,0.7712439373120911
DPAGT1,1767.2230950517271,0.04637835254345859,0.12108653154107749,0.24417133498322016,0.7712439373120911
GSTA1,108.23681482680001,-0.0317745280496346,0.11911037093098331,0.24418340797227972,0.7712439373120911
ZNF460-AS1,57.722652120306485,-0.03413754993869234,0.11944722258242269,0.2442414412040974,0.7712439373120911
PDCD5,2020.4723108800833,0.05204571913340943,0.12027613298515127,0.2442596322304842,0.7712439373120911
ZFYVE19,1761.3191629195626,0.05363281149178263,0.12149422147229491,0.24430809886030241,0.7712575268431529
RALGAPB,3291.7510043048205,-0.05901214582494838,0.12017180029167084,0.24436494866901662,0.7712891631501904
MPDU1-AS1,621.6930930664248,0.03949379168764794,0.12030625850661787,0.24441069967050177,0.7712891631501904
TNIP2,1580.9436831092535,0.04339894918873791,0.12089355565350583,0.24445061372173063,0.7712891631501904
EGLN2,393.477674133826,-0.0510903704736557,0.12130934168589115,0.24456559934973743,0.7715125771394173
MRPS26,3370.0465937647145,0.04168791009216868,0.12055965286686679,0.24463706206713198,0.7715553079169892
DLGAP4-AS1,17.998098449685017,-0.016816813710335422,0.11713143887651019,0.24473927156210507,0.7715553079169892
GNL3L,3761.538199111432,-0.06561919548942685,0.11787475818231245,0.24475528317623255,0.7715553079169892
PYGO1,694.5572989927317,-0.04409013476750635,0.12077995085103056,0.24475586382616357,0.7715553079169892
OGN,31.117038173866906,-0.019622508765904725,0.11743125640026927,0.2448646989192929,0.7716938201821124
MCOLN1,767.9092648257996,0.04761022298474128,0.12124728754273359,0.24496766958088692,0.7716938201821124
GID4,727.6533125197747,0.0678663830664683,0.11680474822851468,0.2449854697027292,0.7716938201821124
TEX30,858.6910279615968,0.06212874599718319,0.1223370859025834,0.24501185492555833,0.7716938201821124
RABGAP1L,978.7600011351382,-0.0546312406933928,0.12122305766805505,0.24502074169204152,0.7716938201821124
RPA2,3265.14623860525,0.04917566057923663,0.12161723635713009,0.24517626312862242,0.7718790925921433
MIR4664,89.67851852849118,-0.028860381878908613,0.1186764666769422,0.24521109527056648,0.7718790925921433
SMARCE1P1,27.217581344558067,0.03033683830759276,0.1189046656664736,0.24527861127679385,0.7718790925921433
UNC13A,7625.812767666993,-0.057951781469788854,0.12217281084528023,0.24528083820443672,0.7718790925921433
YWHAH,5681.732062864811,0.05471276746592519,0.1223300520912071,0.24530055908648624,0.7718790925921433
WNT5A,129.9026480309272,0.04750344554722384,0.12125840651429089,0.24536666440588212,0.7719175746985106
DRG1,3554.932155330945,0.04162761456927388,0.12063753528652027,0.24540118957433182,0.7719175746985106
CHCHD4,1471.8040966700644,0.044154057831271715,0.12088061894188672,0.24549842391804283,0.7720843643624528
PTP4A3,464.98230488094646,0.048671436516699314,0.12128618345703196,0.2456813400861651,0.7723908314496853
SMARCD2,7984.159873688055,0.046019074782034514,0.12109701079684362,0.2456843259678769,0.7723908314496853
KRT18P4,39.13631916155415,0.029802581339163366,0.1188164884583131,0.2457309509499057,0.7723983670606828
BMP4,36.18232298695626,0.03496933327254472,0.11955927657566805,0.24581035872152052,0.7724244669161507
GGN,48.693735449146594,-0.027973283525850177,0.1185183660272707,0.2458658103413563,0.7724244669161507
APEX1,9808.431311595943,0.05564480451259226,0.12225355122877656,0.24587194294473672,0.7724244669161507
CSPP1,1394.4925238351677,-0.04073530320364417,0.12033322566570334,0.2460402177492854,0.7725145769404588
WRN,1385.1632503388507,-0.038233475149388636,0.12003539707467442,0.24606213081048026,0.7725145769404588
TUT4,2025.368527054566,-0.03900599665739799,0.12012384268179083,0.24609814858979795,0.7725145769404588
DRAM1,129.5113602776397,0.055899961650635176,0.12118274059690116,0.24612806557840491,0.7725145769404588
ACAD9,2681.25871567308,-0.0698269647944969,0.11394600899513853,0.2462811872531687,0.7725145769404588
MAN1B1-DT,392.0574538862577,0.03458191215602488,0.11952169187520394,0.2463049107241515,0.7725145769404588
COX15,2690.4683457422675,0.06845721615709015,0.11109329955593673,0.24632950794487857,0.7725145769404588
FRAT2,697.0058336618891,0.05195108370171612,0.12155662229960115,0.24641963262051042,0.7725145769404588
TTR,47.24322485108967,0.028076630292924662,0.11856572346167013,0.2464503196079687,0.7725145769404588
DR1,5466.425933294088,0.06827139132018507,0.11474877321653769,0.2464808207500398,0.7725145769404588
VPS29,4966.277370709945,0.06235809329814856,0.12009047701691537,0.24654601420173725,0.7725145769404588
LIMS3,23.584111832710548,0.0259837551652759,0.1182512001153798,0.24659137075947482,0.7725145769404588
NKX2-5,214.6995163376158,0.03780961966537683,0.1200297567599437,0.24659522347380938,0.7725145769404588
